"artist","song","song_length","session_id","item_in_session"
"Dominique A","Le Courage Des Oiseaux","153.20771","1079","37"
"Kill Hannah","Lips Like Morphine (Album Version)","224.49587","1079","38"
"I:gor","Kiedys zrozumiesz","190.27546","1079","39"
"The All-American Rejects","Fallin' Apart","206.96771","1082","0"
"Guns N' Roses","Don't Cry (Original)","284.05506","1079","40"
"White Denim","Transparency","148.55791","1079","41"
"El Canto del Loco","La Suerte De Mi Vida","226.0371","1079","42"
"Grinderswitch","Redwing","268.2771","1079","43"
"Donovan","Starfish-On-The-Toast (2008 Digital Remaster)","169.22077","1079","44"
"As I Lay Dying","Illusions","348.1073","1079","45"
"matchbox twenty","Bright Lights (Remastered Version)","241.34485","1075","3"
"Kinky","Field Goal","105.32526","1075","4"
"Shania Twain","Nah!","250.51383","1075","5"
"Hinder","By The Way","231.73179","1075","6"
"The Spencer Davis Group","Keep On Running","165.27628","1075","7"
"SOJA","I Dont Wanna Wait","355.89179","1075","8"
"Infected Mushroom","Echonomix","463.72526","1075","9"
"Unkle Bob","One By One","160.10404","1075","10"
"Alex Ubago","Sin Miedo a Nada (con Amaia Montero)","313.28608","998","1"
"The Twilight Singers","Bonnie Brae","286.53669","998","2"
"Chikita Violenta","War","255.92118","998","3"
"Cat Stevens","Sad Lisa","225.17506","998","4"
"Kenny Garrett","The House That Nat Built (Album Version)","265.19465","998","5"
"You Me At Six","Jealous Minds Think Alike","216.68526","998","6"
"Nellie Lutcher","My Mother's Eyes","195.70893","998","7"
"Kid Cudi / Kanye West / Common","Make Her Say","237.76608","998","8"
"Tiro De Gracia","Viaje Sin Rumbo (2004 Digital Remaster)","214.83057","998","9"
"polarkreis 18","Dreamdancer","265.29914","998","10"
"+ / - {Plus/Minus}","The Queen of Nothing","318.98077","998","11"
"Dr Feelgood","Riot In Cell Block Number Nine","216.13669","1092","0"
"Harmonia","Sehr kosmisch","655.77751","998","12"
"Chimaira","Everything You Love (Album Version)","377.36444","1092","1"
"Joshua Radin","Someone Else's Life","211.27791","1092","2"
"Bajaga & Instruktori","Godine prolaze","254.95465","1092","3"
"The Virgins","Private Affair (Amended Album Version)","169.37751","998","13"
"SA Rawls / Still Flyin' / Still Flyin'","Ginko Biloba","183.09179","998","14"
"Grown Ups","Three Day Weekend","233.42975","998","15"
"Nancy Ajram","Meen Dah Elly Nseik","221.67465","998","16"
"The Donkeys","Boot On The Seat","272.19546","998","17"
"Datarock","FaFaFa (Radio Edit)","228.49261","998","18"
"Daft Punk","Human After All","319.42485","998","19"
"Justin Bieber","Somebody To Love","220.89098","998","21"
"Beach House","Real Love","320.44363","998","22"
"The Walkmen","Subterranean Homesick Blues (Album Version)","199.36608","998","23"
"Busted / Charlie Simpson / Mattie Jay / James Bourne","Can't Break Thru","252.83873","998","24"
"BeyoncÃÂ©","Get Me Bodied","374.59546","1078","0"
"Sick Puppies","Maybe","209.44934","1096","1"
"U2","Walk To The Water","289.2273","1096","2"
"Ron Carter","I CAN'T GET STARTED","497.13587","1096","3"
"Duran Duran","Breath After Breath","297.63873","1096","4"
"Tears For Fears","Head Over Heels","255.34649","1096","5"
"Foo Fighters","Lonely As You","277.10649","1096","6"
"Yellowcard","One Year_ Six Months","208.79628","1064","1"
"Big Tymers","Against The Wall","252.05506","1096","7"
"Enigma","Knocking On Forbidden Doors","262.71302","1096","9"
"Dennis Ferrer","Hey Hey","209.162","1096","10"
"Justin Bieber","Somebody To Love","220.89098","1096","11"
"Markus KrunegÃÂ¥rd","Genom tunna tyger","185.5473","1096","12"
"Linkin Park","The Little Things Give You Away [Live At Milton Keynes]","439.562","1096","13"
"Jamie Cullum","Devil May Care","204.25098","618","0"
"Every Avenue","Tell Me I'm A Wreck","219.95057","1096","15"
"Jack Johnson","Constellations","201.63873","1096","16"
"Shakira","Vuelve","233.87383","1096","17"
"The Maine","Give Me Anything","189.59628","1096","18"
"Cannibal Corpse","Worm Infested","209.00526","1096","19"
"Arcade Fire","Headlights Look Like Diamonds","267.80689","977","3"
"Black Eyed Peas","Hands Up","215.7971","1096","20"
"Radney Foster","Sweet And Wild","288.96608","977","4"
"Metric","Satellite Mind","222.85016","1096","21"
"Dwight Yoakam","You're The One","239.3073","1096","22"
"Jason Mraz","Did You Get My Message? (Live From Montalvo)","266.63138","977","5"
"Kutt Calhoun","N A Whitemanzeyez","307.51302","1096","23"
"Radiohead","Karma Police","261.45914","977","6"
"Molotov","Puto","127.37261","1050","0"
"The Strokes","Killing Lies","230.1122","1050","1"
"Rufus Wainwright","Hallelujah","249.62567","1090","0"
"Deadmau5","Ghosts 'n' Stuff (Original Instrumental Mix)","374.20363","977","7"
"John Farnham","You're The Voice","300.72118","1096","24"
"Infant Sorrow","Inside Of You","170.16118","1050","2"
"Betty Wright","Clean Up Woman (Single/LP Version)","164.85832","1090","1"
"Guus Meeuwis","Tranen Gelachen","198.42567","1096","25"
"Muse","The Small Print","209.00526","977","8"
"Estrella Morente","A QuÃÂ© Niegas El Delirio (MalagueÃÂ±a) (Live)","135.70567","1096","26"
"Dr. Alban","It's My Life (Radio Edit)","240.14322","977","9"
"Radiohead","Sit Down. Stand Up","260.0224","1096","27"
"Mondo Marcio","Purple Weed","263.60118","977","10"
"Mae","Someone Else's Arms","309.15873","1096","28"
"Meat Loaf / Jennifer Hudson","The Future Ain't What It Used To Be","474.01751","977","11"
"Vampire Weekend","A-Punk (Album)","137.82159","1096","29"
"MGMT","Time To Pretend","264.17587","1096","30"
"Federico Aubele","Luna y Sol","213.65506","977","12"
"Jesse Rose","Touch My Horn","313.15546","1096","31"
"Orion","Eternity","292.70159","977","13"
"Circa Survive","Dyed in the Wool (Album Version)","298.70975","1096","32"
"Wretch 32_ Vis","Wretchrospective (feat. Vis)","243.35628","1060","0"
"Simian Mobile Disco","Simple","354.61179","977","18"
"ErdmÃÂ¶bel","Riecht wie Teen Spirit (Smells Like Teen Spirit)","289.25342","1060","1"
"Eisbrecher","Adrenalin","241.89342","1096","33"
"Ryan Bingham","Bread & Water","247.30077","1076","0"
"Ashanti","VooDoo","282.46159","977","19"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","1096","34"
"Clint Eastwood","Frankie's Office","65.25342","1060","2"
"Charttraxx Karaoke","Fireflies","225.17506","1060","3"
"Jason Mraz","Summer Breeze","264.69832","1076","1"
"The B-52's","Love Shack","321.54077","977","20"
"Aventura","Alexandra","242.1024","1060","4"
"Five Iron Frenzy","Canada","236.09424","1076","2"
"12 Stones","Anthem For The Underdog","184.0322","1060","5"
"Kings Of Leon","Revelry","201.79546","977","21"
"Brooklyn Bounce","Get Ready To Bounce Recall 08","359.13098","1076","3"
"Dashboard Confessional","The Good Fight","147.30404","977","22"
"Lonnie Johnson","Low Land Moan","194.55955","977","23"
"Leggo Beast","In","376.58077","1097","2"
"The Pussycat Dolls","Sway","190.95465","1076","4"
"Stereophonics","I Miss You Now","290.53342","977","24"
"The Beautiful South","Masculine Eclipse","236.5122","1076","5"
"The Acacia Strain","As If Set Afire","194.21995","1097","3"
"ATB","Underwater World","251.48036","977","25"
"The Robert Cray Band","Our Last Time","309.52444","1076","6"
"Enigma","T.N.T. For The Brain (112 Bpm) (Radio Edit)","242.78159","1097","4"
"Amon Amarth","Tattered Banners And Bloody Flags","268.2771","977","26"
"We Are Scientists","The Great Escape (Album Version) (Explicit)","198.89587","1076","7"
"Roberto Murolo","Lacreme napulitane","188.02893","1100","0"
"Ashlee Simpson","Autobiography","214.43873","1097","5"
"Metallica","The Ecstasy Of Gold","152.60689","977","27"
"3 Doors Down","Kryptonite","233.74322","1076","8"
"Hazell Dean","No Fool (For Love)","367.98649","1100","1"
"Apocalyptica","Pray","262.5824","977","28"
"Jack Johnson","Bubble Toes","236.93016","1076","9"
"Cage The Elephant","Lotus","196.38812","977","29"
"Taylor Swift","You Belong With Me","230.47791","1100","2"
"Soul For Real","Candy Rain","271.25506","1076","10"
"The Prodigy","Firestarter","225.09669","977","30"
"Amy Winehouse","Addicted","165.11955","1100","3"
"Iron Maiden","The Evil That Men Do (1998 Digital Remaster)","275.19955","1076","11"
"David Crowder*Band","All Around Me","276.74077","977","31"
"The Cinematic Orchestra","Everyday","622.2624","1076","12"
"Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida","Feel It","241.05751","977","32"
"Sugababes","Overload","275.93098","977","33"
"Gyptian","Hold You","233.09016","1076","13"
"Zion / Akon","The Way She Moves","233.19465","1076","14"
"Transvision Vamp","I Want Your Love","209.91955","1076","15"
"Ry Cooder","Corrido de Boxeo","201.56036","1096","37"
"The Pussycat Dolls","When I Grow Up","245.18485","1076","16"
"Coldplay","Yellow","268.30322","1096","38"
"Forever The Sickest Kids","She Likes (Bittersweet Love)","169.482","1076","17"
"Lil Wayne / Blaque / Mannie Fresh","Believe That","255.34649","1096","39"
"Dragonforce","Through The Fire And Flames (Album Version)","441.02485","1076","18"
"Jason Mraz & Colbie Caillat","Lucky (Album Version)","189.6224","1096","40"
"Pixies","Is She Weird","181.13261","1096","41"
"Eminem","Without Me","251.55873","1076","19"
"Buju Banton","Cry No More","232.48934","1096","42"
"Cage The Elephant","Lotus","196.38812","1076","20"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","1096","43"
"Ste Strausz","Le Million","285.36118","1076","21"
"Coldplay","Only Superstition","228.62322","1096","44"
"Joe Christmas","Bedroom Suite","185.7824","1059","0"
"Bright Eyes","A New Arrangement","313.23383","1076","22"
"Paramore","The Only Exception (Album Version)","267.65016","1059","1"
"J. Karjalainen & Mustat Lasit","Sinisten tÃÂ¤htien alla","336.74404","1096","45"
"Philip Glass","Knee 2","368.40444","1076","23"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","195.94404","1096","46"
"Mew","Her Voice Is Beyond Her Years","167.75791","1076","24"
"Ive Mendes","If You Leave Me Now","238.94159","1076","25"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","195.94404","1026","1"
"the bird and the bee","Diamond Dave","193.802","1076","26"
"Common / Sadat X","1999","256.20853","1026","2"
"Alanis Morissette","King Of Pain (Live/Unplugged Version)","245.15873","1076","27"
"Skillet","Rebirthing (Album Version)","233.32526","1026","7"
"James Galway;Julian Lee","Beauty and the Beast","218.67057","1076","28"
"Drop Dead_ Gorgeous","Dressed For Friend Requests (Album Version)","156.70812","1076","29"
"Dwight Yoakam","You're The One","239.3073","1076","30"
"Trouble","Tuesday's Child","205.11302","1076","31"
"OneRepublic","All The Right Moves","237.97506","1076","33"
"Switchblade Symphony","Wicked","259.5522","1076","34"
"Sharooz","My Distressor 40Khz ReRub Mix","234.05669","1076","35"
"Explosions In The Sky","Six Days At The Bottom Of The Ocean","522.9971","1076","36"
"Emmylou Harris","Little Bird","194.63791","1114","1"
"Jack Johnson","The Horizon Has Been Defeated","153.67791","1114","2"
"Radiohead","Everything In Its Right Place","249.93914","1076","37"
"Andrew Bird","Heretics","215.87546","1114","3"
"Metallica","Sabbra Cadabra","380.21179","1076","38"
"Lonnie Gordon","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","181.21098","1114","4"
"Dropkick Murphys","Shattered","167.73179","1114","5"
"Eric B. & Rakim","As The Rhyme Goes On","240.32608","1076","39"
"Dierks Bentley","Settle For A Slowdown","223.242","1114","6"
"Regina Spektor","Daniel Cowman","290.14159","1076","40"
"Angelspit","Make You Sin","241.94567","1114","7"
"Young Gunz / Beanie Sigel","Roc U","292.44036","1114","8"
"DJ Dizzy","Sexy Bitch","221.1522","1076","41"
"Base Ball Bear","Sayonara-Nostalgia","255.60771","1076","42"
"Morcheeba","In The Hands Of The Gods (Featuring Biz Markie)","101.95546","1114","9"
"Bitter:Sweet","Don't Forget To Breathe","194.16771","1114","10"
"Basshunter Feat. DJ Mental Theos Bazzheadz","Now You're Gone","152.65914","1076","43"
"BjÃÂ¶rk","Undo","348.57751","1114","11"
"Rihanna","G4L","239.75138","1076","44"
"Evanescence","Hello","220.3424","1076","45"
"Mr. Vegas","Tamale","240.69179","1114","12"
"Mischa Daniels","Another Place","419.81342","1076","46"
"The Menzingers","Straight To Hell","276.00934","1114","13"
"Justin Timberlake","Cry Me A River","288.93995","1114","14"
"Vilma Palma e Vampiros","Un Camino Hasta Vos","338.18077","1076","47"
"CCCP - Fedeli Alla Linea","Sura (2008 Digital Remaster)","329.66485","1114","15"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","1076","48"
"Drake / Kanye West / Lil Wayne / Eminem","Forever","357.66812","1114","16"
"A Day To Remember","Homesick [Acoustic]","247.64036","1076","49"
"T.I.","Dead And Gone [feat. Justin Timberlake] (Explicit Album Version)","299.75465","1085","0"
"The Offspring","It'll Be a Long Time (Album Version)","163.3171","1076","50"
"Jorge Gonzalez","Esta Es Para Hacerte FÃÂ©liz","272.14322","1114","17"
"Sneaker Pimps","Spin Spin Sugar","260.91057","1085","1"
"Escape The Fate","This War Is Ours (The Guillotine II)","266.73587","1076","51"
"Juanes","La Vida Es Un Ratico","243.27791","1114","18"
"The Replacements","Never Mind","170.57914","1076","52"
"Sarah McLachlan","Possession","278.90893","1114","19"
"Sonny Boy Williamson","Don't Start Me Talkin'","152.24118","1076","53"
"Soul II Soul Featuring Caron Wheeler","Back To Life (However Do You Want Me) (2003 Digital Remaster) (Feat. Caron Wheeler)","225.2273","1076","54"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","1114","20"
"Pantera","Heresy  (LP Version)","286.69342","1076","55"
"Cold","Remedy","177.76281","1114","21"
"Norther","Frozen Angel","246.54322","1114","22"
"Foo Fighters","The Pretender","271.38567","1076","57"
"Timbiriche","Besos De Ceniza","202.60526","1076","58"
"A Perfect Circle","Rose","206.05342","1076","59"
"Anberlin","The Haunting","348.682","1076","60"
"Deas Vail","Anything You Say (Unreleased Version)","237.68771","985","0"
"Pavement","Mercy:The Laundromat","99.16036","345","0"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","438","1"
"Gary Allan","Nothing On But The Radio","211.22567","438","2"
"Charttraxx Karaoke","Fireflies","225.17506","438","3"
"The Libertines","The Good Old Days","179.53914","389","1"
"Huey Lewis And The News","Hip To Be Square","245.52444","389","2"
"JOSEF LOCKE & ORCHESTRA","How Can You Buy Killarney (1992 Digital Remaster)","166.26893","389","3"
"Train","Hey_ Soul Sister","216.76363","389","4"
"Blind Pilot","I Buried a Bone","156.94322","389","5"
"Anjulie","Boom","194.63791","389","6"
"59 Times the Pain","Found Home","144.95302","136","0"
"Pork Dukes","Bend & Flush","133.04118","262","0"
"Plan B","Traded In My Cigarettes","254.95465","428","1"
"Rell featuring Dert_ Killa Klump_ Silence","Talk Is Drastik","223.97342","428","2"
"K-OS","EMCEE Murdah","211.33016","428","3"
"Vanessa Carlton","Come Undone","272.40444","428","4"
"Camila","De Mi","280.34567","377","0"
"Buju Banton","Cry No More","232.48934","377","1"
"Feist","My Moon My Man","184.94649","318","0"
"Kings Of Leon","Revelry","201.79546","490","1"
"Beck","Lost Cause","228.80608","344","0"
"Big Walter Horton's Blues Harp Band","Rockin' My Boogie","210.78159","344","1"
"Supervielle","332","263.83628","344","2"
"Bryan Adams","Cloud Number Nine","254.79791","454","0"
"Slipknot","Eyeless (Live version) (Album Version)","259.44771","344","3"
"The Black Keys","I'll Be Your Man","139.51955","344","4"
"Shinedown","Sound Of Madness (Album Version)","233.97832","449","0"
"Devin Townsend","Earth Day","576.33914","450","0"
"Stray Cats","Jeanie Jeanie Jeanie","243.77424","491","0"
"Dwight Yoakam","You're The One","239.3073","491","1"
"Talking Heads","Road To Nowhere (Remastered LP Version )","259.02975","450","6"
"Guns N' Roses","Paradise City","406.17751","450","7"
"Lily Allen","Smile (Explicit Version)","195.13424","316","0"
"LCD Soundsystem","Daft Punk Is Playing At My House","201.56036","316","1"
"Tiefschwarz","Wait & See (Gucci Soundsystem Remix)","455.78404","316","2"
"Buckcherry","Everything (Album Version)","263.36608","489","0"
"The Get Up Kids","Forgive and Forget","205.26975","316","3"
"Neko Case","People Got A Lotta Nerve","151.01342","489","1"
"Outkast Featuring Killer Mike","The Whole World","295.33995","316","4"
"Does It Offend You_ Yeah?","Doomed Now","220.57751","489","2"
"Eminem","My Name Is","268.5122","316","5"
"Kabosh","Little Pills","242.41587","489","3"
"Enigma","The Voice Of Enigma","141.5571","316","6"
"Jason Mraz","After An Afternoon (Eagles Ballroom Live Version)","226.53342","489","4"
"The Black Keys","The Desperate Man","234.26567","497","1"
"Mayday Parade","Three Cheers for Five Years (Acoustic)","290.79465","497","2"
"Sam Cooke","Ain't Misbehavin","122.04363","497","3"
"Enrique Iglesias","Tired Of Being Sorry","241.42322","496","2"
"Plain White T's","Hey There Delilah","232.202","374","2"
"The Brecker Brothers","East River","217.5473","503","1"
"Buckcherry","Sorry (Album Version)","226.14159","496","3"
"Dayglo Abortions","Courage In A Can","142.78485","374","3"
"The Herbaliser","Sensual Woman","273.8673","374","4"
"Toni Braxton","Un-Break My Heart","268.45995","374","5"
"Shania Twain","Nah!","250.51383","374","6"
"Discovery","I Want You Back","206.0273","247","0"
"Justin Bieber","Somebody To Love","220.89098","247","1"
"Young Dro featuring T.I.","My Girl (Featuring T.I.) (Amended Album Version)","322.11546","374","7"
"Rancid","Hooligans (Album Version)","152.76363","247","2"
"Sergio Contreras","DÃÂ­selo Con Arte","234.00444","374","8"
"Jason Derulo","Whatcha Say","222.61506","374","9"
"A Perfect Circle","The Outsider","246.04689","374","10"
"Terrorvision","Glad All Over","160.54812","374","11"
"Sufjan Stevens","All The Kings Horns","179.04281","294","1"
"Pieces Of A Dream","Ocean View","315.79383","294","2"
"Alceu ValenÃÂ§a","No BalanÃÂ§o Da Canoa","177.21424","294","4"
"George Younce","This Old House w/ When The Saints Medley","191.68608","294","5"
"Miike Snow","Silvia","385.35791","294","6"
"Vikki Carr","Cross Your Heart","157.09995","294","7"
"Jorgen Ingmann","Oh! (LP Version)","157.23057","294","8"
"A.B. Quintanilla III Y Los Kumbia Kings","Pachuco","226.71628","294","9"
"Fatboy Slim","Illuminati","192.9922","75","2"
"Justin Bieber","One Time","214.67383","294","10"
"Metallica","Master Of Puppets","515.21261","294","11"
"Freddie Mercury","I Was Born To Love You (2000 Digital Remaster)","219.29751","294","12"
"Angus & Julia Stone","Jewels And Gold","262.42567","502","0"
"Max Richter","Vladimir's Blues","78.47138","294","13"
"Angie Stone","Wish I Didn't Miss You","269.37424","294","14"
"Small Black","Weird Machines","237.89669","294","15"
"Collective Soul","Why Pt. 2","218.40934","294","16"
"Feist","My moon my man (Grizzy Bear Remix)","295.54893","294","17"
"Taylor Swift","Love Story","233.89995","507","1"
"Louis Smith","South Side (Digitally Remastered)","518.81751","505","1"
"Britney Spears","Toxic","198.97424","294","18"
"Nelly / Jaheim","My Place","336.56118","294","19"
"Sisqo","Thong Song","253.49179","505","2"
"MÃÂºm","Faraway Swimming Pool","175.59465","294","20"
"Cass McCombs","Deseret","234.13506","294","21"
"The Poets Of Rhythm","More Mess On My Thing","252.05506","294","22"
"Lynyrd Skynyrd","The Needle And The Spoon","233.29914","294","23"
"Radiohead","Creep (Explicit)","235.7024","294","24"
"Train","If It's Love","239.04608","399","1"
"Incubus","Drive","232.46322","294","25"
"Rilo Kiley","I Never (Album Version)","270.99383","294","26"
"Nick Drake","Northern Sky","224.36526","294","27"
"Evangelicals","Skeleton Man","264.48934","294","28"
"Nouvelle Vague","Say Hello Wave Goodbye","300.30322","294","29"
"Nena Daconte","En Que Estrella Estara","140.64281","294","30"
"The Airborne Toxic Event","Sometime Around Midnight","303.56853","294","31"
"Amy Winehouse","Just Friends","191.84281","294","32"
"La Bouche","Be My Lover","240.79628","294","33"
"Chris Cornell","You Know My Name","240.09098","294","35"
"Wet Wet Wet","Love Is All Around","237.71383","294","37"
"Postal Service","Nothing Better (Album)","226.61179","294","38"
"Jedi Mind Tricks","Suicide","232.88118","294","39"
"Eve 6","Here's To The Night","249.83465","501","1"
"Polly Paulusma","Give It Back","222.9024","294","40"
"Touche Amore","Changing Lanes","136.95955","294","41"
"Five Iron Frenzy","Canada","236.09424","501","2"
"The Letter Black","Hanging On By A Thread","26.93179","294","42"
"Dido","Thank You","217.83465","294","43"
"Evanescence","My Immortal (Album Version)","263.78404","501","3"
"Basshunter Feat. DJ Mental Theos Bazzheadz","Now You're Gone","152.65914","294","44"
"Cut Copy","Visions","71.49669","294","45"
"Kelly Clarkson","Already Gone","281.5473","294","46"
"Craig's Brother","Set Free","175.09832","294","48"
"Avenged Sevenfold","Seize The Day (Album Version)","333.13914","294","50"
"The Chi-Lites","Oh Girl","180.87138","294","51"
"Stephane Pompougnac","Ghosts and Roses","241.10975","478","1"
"Train","Marry Me","205.45261","294","52"
"Gojira","Love","260.20526","294","53"
"Metallica","Until It Sleeps","267.96363","294","54"
"Gary Wright with Dorian Wright","Love is Alive (Re-Record)","237.7922","294","55"
"Flipsyde","Get Ready","201.87383","512","0"
"Train","Marry Me","205.45261","294","56"
"Ray Davies","The Tourist","285.3873","512","1"
"The Lonely Island","Like A Boss","106.78812","294","57"
"Starship","Sara","293.35465","294","58"
"Los AutÃÂ©nticos Decadentes","La Guitarra","218.48771","294","59"
"Hot Chip","We're Looking For A Lot Of Love","283.32363","494","0"
"Behemoth","Ov Fire And The Void","267.31057","494","1"
"Morningwood","New York Girls","176.66567","500","2"
"Arctic Monkeys","Perhaps Vampires Is A Bit Strong But...","268.45995","494","2"
"Justice","One Minute To Midnight","223.79057","494","3"
"The Audition","Lawyers (Album Version)","188.08118","494","4"
"Angus & Julia Stone","Just A Boy","236.95628","371","1"
"California Swag District","Teach Me How To Dougie","239.17669","494","5"
"Jami Smith","Home","243.80036","371","2"
"Stephen Lynch","What If That Guy From Smashing Pumpkins Lost His Car Keys?","52.81914","494","6"
"Major Organ And The Adding Machine","Water Dripping On Bread Makes Bread Taste Not So Tasty.","129.77587","494","7"
"Alejandro Fernandez","Matalas","177.21424","371","3"
"Fania All Stars","Ublabadu","350.09261","494","8"
"Livvi Franc","Automatik","380.99546","371","4"
"The Lonely Island","Like A Boss","106.78812","494","9"
"Pixie Lott","Boys And Girls (Album Version)","182.33424","494","10"
"Donna Lewis","I Love You Always Forever ( LP Version )","240.95302","371","5"
"Godsmack","Saints And Sinners","249.96526","494","11"
"Kid Cudi","Up Up & Away","227.34322","371","6"
"Faith Hill","There You'll Be (Album Version)","222.30159","494","12"
"Coldplay","Clocks","307.51302","494","13"
"Blind Melon","Change","221.90975","481","0"
"BjÃÂ¶rk","Undo","348.57751","481","1"
"49ers","Touch Me","216.68526","481","3"
"Taylor Swift","Cold As You","238.99383","481","4"
"Sneaky Sound System","UFO","243.01669","481","5"
"Copeland","The Day I Lost My Voice (The Suitcase Song)","279.32689","487","0"
"Foals","Two Steps_ Twice","281.18159","481","7"
"PJ Harvey","Naked Cousin","245.75955","481","8"
"Goldfrapp","Train","251.14077","481","9"
"Symphony X","Absinthe And Rue","436.03546","481","10"
"Fisher","Rianna","133.98159","481","11"
"Pencey Prep","PS Don't Write","160.88771","481","12"
"Clear Vu","I Adore","210.57261","481","13"
"Radiohead","15 Step","237.21751","481","14"
"The Mamas & The Papas","Dream A Little Dream Of Me","190.58893","481","15"
"Deepest Blue","Deepest Blue","210.54649","481","16"
"Des'ree","You Gotta Be","246.30812","139","1"
"Mr Oizo","Flat 55","144.03873","139","3"
"Tamba Trio","Quem Quiser Encontrar O Amor","177.18812","139","4"
"The Mars Volta","Eriatarka","380.42077","139","5"
"Infected Mushroom","Becoming Insane","440.2673","139","6"
"Blue October / Imogen Heap","Congratulations","241.3971","139","7"
"Girl Talk","Once again","160.15628","139","8"
"Black Eyed Peas","Pump It","214.93506","9","0"
"Fall Out Boy","Nobody Puts Baby In The Corner","200.72444","169","1"
"M.I.A.","Mango Pickle Down River (With The Wilcannia Mob)","233.7171","169","2"
"Survivor","Eye Of The Tiger","245.36771","100","0"
"The Grass Roots","Let's Live For Today","166.71302","411","72"
"Stars","Time Can Never Kill The True Heart","298.94485","411","73"
"Eddie Palmieri","Nada De Ti","391.83628","411","74"
"The Bravery","Give In","168.14975","411","75"
"K.U.K.L","Anna","181.28934","411","76"
"The Fray","Syndicate","209.97179","411","77"
"Chuck Berry","Roll Over Beethoven","147.06893","411","78"
"Dimmu Borgir","Kings Of The Carnival Creation","468.47955","411","79"
"Jimmy Nail","Ain't No Doubt","245.65506","411","80"
"Weezer","Pork And Beans","189.43955","411","81"
"Madcon","Beggin'","215.92771","551","1"
"Joe Williams / Count Basie","Teach Me Tonight","184.94649","411","82"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","375.19628","411","83"
"Modwheelmood","Sunday Morning","209.71057","411","84"
"John Mayer","Waiting On The World To Change","201.16853","548","0"
"Ten Years After","Two Time Mama (2004 Digital Remaster)","122.3571","548","1"
"Mudcrutch","Six Days On The Road (Album Version)","208.03873","548","2"
"Alaska Y Dinarama","Ni TÃÂº Ni Nadie (VersiÃÂ³n Demo)","180.37506","548","3"
"Kicking K8","Liar","176.48281","548","4"
"Badly Drawn Boy","The Shining","318.51057","548","5"
"Disturbed","Pain Redefined (Album Version)","247.09179","548","7"
"Phoenix","Armistice","278.80444","548","8"
"Margaret Becker","The Hunger Stays","251.84608","548","9"
"Lady GaGa","Teeth","220.65587","548","10"
"Corinne Bailey Rae","Trouble Sleeping","206.18404","548","11"
"Royksopp","Miss It So Much","303.62077","548","12"
"Apocalyptica","Enter Sandman","221.07383","548","13"
"Usher featuring will.i.am","OMG","395.72853","548","14"
"The Killers","Read My Mind","246.80444","3","1"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","548","15"
"Interpol","Public Pervert","487.67955","548","16"
"Clay Walker","What's It To You (Album Version)","167.99302","548","17"
"DMX","One More Road To Cross","259.65669","548","18"
"Dakota Oak","Baker's Blue Jay Yarn","45.63546","548","19"
"Coldplay","Yellow","268.30322","548","20"
"Deadmau5","Faxing Berlin","521.19465","548","21"
"Shaggy / Ricardo Ducent","It Wasn't Me","226.76853","548","22"
"R.E.M.","Talk About The Passion","202.4224","548","23"
"Michelle Shocked","Quality Of Mercy","217.83465","548","24"
"Cradle Of Filth","Better To Reign In Hell","371.66975","548","25"
"Bond","Scorchio","210.9122","548","26"
"Vieja Trova Santiaguera","Cuida Eso","222.58893","548","27"
"Jonas Brothers","S.O.S.","153.46893","548","28"
"KC And The Sunshine Band","Get Down Tonight (Miami Mix)","301.03465","484","1"
"Alejandro Sanz","Te lo agradezco_ pero no","277.44608","548","29"
"Bleeding Through","The Truth (Sick Of It All Cover Version)","171.67628","548","30"
"Eminem","Criminal","323.49995","484","2"
"MoZella","You Wanted It (Album Version)","203.41506","548","31"
"Laurel & Hardy","At the Ball_ That's All","123.71546","484","3"
"Jack's Mannequin","The Mixed Tape (Album Version)","194.89914","548","33"
"Percubaba","Intro","124.78649","484","4"
"Eagles","Take The Devil (LP Version)","241.78893","548","34"
"Rilo Kiley","A Man/Me/Then Jim (Album Version)","322.42893","484","5"
"Rise Against","Audience Of One","245.96853","548","35"
"Watain","Sworn To The Dark","303.25506","484","6"
"Nickel Creek","Scotch & Chocolate","187.55873","548","36"
"Ricardo Arjona","Como Duele (Album)","210.25914","484","7"
